text,label_id,label,doc_id,annotation_id,exp_split
"attal pushes too hard to make this a comedy or serious drama . he seems to want both , but succeeds in making neither . 
",subjective,1,2467,subj_2467,train
"this film was shot during two trips that majid majidi took in western afghanistan in 2001 and 2002 . 
",objective,0,6750,subj_6750,train
"it's not so much a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster-boy lil' bow wow . 
",subjective,1,1959,subj_1959,train
"they create a new day care facility called "" daddy day care "" and have kids like : the smart-mouthed-but-became-polite crispin ( shane baumel ) , the really-smart becca ( hailey noelle johnson ) , and the flash/tony ( jimmy bennett ) . 
",objective,0,9235,subj_9235,train
"unlike conventional movies , kill bill is told in chapter format making the narrative flow more like a book than a film . 
",objective,0,8795,subj_8795,train
"all in all , the count of monte cristo is okay , but it is surely no classic , like the novel upon which it is based . 
",subjective,1,4494,subj_4494,train
"helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids' tv and revenge . 
",subjective,1,2938,subj_2938,train
"if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins . 
",subjective,1,3984,subj_3984,train
"director rob marshall went out gunning to make a great one . 
",subjective,1,4851,subj_4851,train
"the fight scenes are fun , but it grows tedious . 
",subjective,1,278,subj_278,train
"the movie has generic virtues , and despite a lot of involved talent , seems done by the numbers . 
",subjective,1,2910,subj_2910,train
"the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau . 
",subjective,1,4661,subj_4661,train
"writer/director david caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza . 
",subjective,1,2703,subj_2703,train
"a look into the underground world of bruce haack , a genius who's past work continues to garner recognition with time . 
",objective,0,8543,subj_8543,train
"during the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot . 
",objective,0,6719,subj_6719,train
"post 9/11 the philosophical message of "" personal freedom first "" might not be as palatable as intended . 
",subjective,1,4921,subj_4921,train
"superbly photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen . 
",subjective,1,3636,subj_3636,train
"talk to her is excellent movie-making and much of it is wondrous , but my conscience won't allow me to be devoted to unconditionally singing its praises . 
",subjective,1,3569,subj_3569,train
"what's infuriating about full frontal is that it's too close to real life to make sense . what's invigorating about it is that it doesn't give a damn . 
",subjective,1,3030,subj_3030,train
"the second part of aki kaurism&#228 ; ki's "" finland "" trilogy , the film follows a man who arrives in helsinki and gets beaten up so severely he develops amnesia . 
",objective,0,5067,subj_5067,train
"definitely not the knee-slapper that i was told it would be , but enough hahas for me to grade as passable . 
",subjective,1,1034,subj_1034,train
"ritchie may not have a novel thought in his head , but he knows how to pose madonna . 
",subjective,1,1143,subj_1143,train
"she challenges isabel's authority and is prepared to break her family ties and sacrifice her faith for love . 
",objective,0,8937,subj_8937,train
"its inescapable absurdities are tantamount to insulting the intelligence of anyone who hasn't been living under a rock ( since sept . 11 ) . 
",subjective,1,1945,subj_1945,train
"he comes to the terrible realization that he has never held his mothers right hand . 
",objective,0,9848,subj_9848,train
"only through tremendous will and uncanny luck did he once again rise as the kid who stays in the picture . 
",objective,0,9210,subj_9210,train
"but when fred is fired , the well runs dry , and our heroes come up with a new plan : make their own "" adult "" film . 
",objective,0,5350,subj_5350,train
"cathy , a young and innocent freshman , had a crush on senior hunk , nick , the campus' basketball star . 
",objective,0,7979,subj_7979,train
" . . . could easily be called the best korean film of 2002 . 
",subjective,1,1466,subj_1466,train
"the story follows a university of texas professor , dr . david gale , an advocate for the abolishment of capital punishment , who is falsly convicted of rape and murder of another activist . 
",objective,0,8956,subj_8956,train
"even when crush departs from the 4w formula . . . it feels like a glossy rehash . 
",subjective,1,874,subj_874,train
"all the while a growing shadow falls upon middle-earth as the dark lord's army marches on to gondor . 
",objective,0,9528,subj_9528,train
"to help things out , lena hires boey , an expert on babies , to join the team . 
",objective,0,6274,subj_6274,train
"a biopic of an artist that actually looks artistic . 
",subjective,1,4745,subj_4745,train
"it will definitely keep you on the edge of your seat because of the blood and gore or the good looking babes . 
",objective,0,5921,subj_5921,train
"adaptation is intricately constructed and in a strange way nails all of orlean's themes without being a true adaptation of her book . 
",subjective,1,2390,subj_2390,train
"a tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers . 
",subjective,1,2856,subj_2856,train
"the movie begins in the past where a young boy named sam attempts to save celebi from a hunter . 
",objective,0,5000,subj_5000,train
"shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic . 
",subjective,1,3918,subj_3918,train
"rather than the large chunk of change that many people would expect , ted instead receives his mother's pack of rowdy sled dogs and her property . 
",objective,0,6695,subj_6695,train
" "" maid in manhattan "" is a charmer , a pc "" pretty woman "" that ditches the odious prostitution theme for class commentary
",subjective,1,422,subj_422,train
"godard has pared down his extravagances into a densely concentrated , resonant simplicity . 
",subjective,1,2827,subj_2827,train
