,text,label_id,exp_split,label,annotation_id,feat
17612,A grim Mayor Anthony Williams said today that he was deeply pessimistic that Washington would be able to salvage its deal with Major League Baseball to bring the Montreal,scaled attention,dev,0,dev_17612,scaled attention
14160,"Pierre Berg 's 38th - floor apartment in the Pierre hotel is a sumptuously furnished pied -- terre in the sky . But , after 26 years , he is selling the five - room apartment .",gradients,dev,4,dev_14160,gradients
15695,AP - Police believe they know the identity of the man who threw a chair in a brawl between players and fans during the Indiana - Detroit game on Nov. 19 .,gradients,dev,4,dev_15695,gradients
7644,Israeli fighter jets forced a passenger plane bound for Tel Aviv to land in Cyprus yesterday in the sixth such bomb scare to hit flights over Europe in the past week .,scaled attention,dev,0,dev_7644,scaled attention
6366,"Some of the Pentagon 's largest contractors , including Boeing Co. and Lockheed Martin Corp. , will begin a joint effort today to encourage development of technology standards that will ensure weapons systems of the future can communicate with each other . & lt;FONT face=""verdana , MS Sans Serif , arial , helvetica "" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt ;",deeplift,dev,2,dev_6366,deeplift
6012,"  LONDON ( Reuters ) - Television junkies of the world , get   ready for "" Friends , "" "" Big Brother "" and "" The Simpsons "" to phone   home .",gradients,dev,4,dev_6012,gradients
15290,"Crude oil futures may decline next week on speculation the US is importing enough to boost inventories , easing concern about a shortage of winter fuel , according to a Bloomberg survey .",deeplift,dev,2,dev_15290,deeplift
15656,"The chairman of food giant Kellogg , Cuban - born Carlos Gutierrez , is named new US Commerce Secretary .",scaled attention,dev,0,dev_15656,scaled attention
9916,"SEATTLE -- Mike Hargrove has been named manager of the Seattle Mariners , the team said Wednesday . The team said Hargrove had agreed to a three - year contract for 2005 through 2007 .",scaled attention,dev,0,dev_9916,scaled attention
8699,"AP - A Turkish contractor and an Iraqi Kurdish translator were beheaded on a video posted Monday , and a statement said they had been taken captive by the Ansar al - Sunnah Army   # 151 ; the same group that killed 12 Nepalese hostages .",scaled attention,dev,0,dev_8699,scaled attention
7665,PC World - Chips have become so tiny that atomic - level defects cause serious problems .,lime,dev,3,dev_7665,lime
17419,"SAN JOSE , Calif. - Symantec Corp. # 39;s reported interest in acquiring Veritas Software Corp. for more than \$13 billion would represent the computer security giant # 39;s biggest step yet beyond its core businesses",ig,dev,1,dev_17419,ig
1001,Lleyton Hewitt has an unexpected rival in the final of the Legg Mason Tennis Classic after Andre Agassi was beaten in straight sets by unheralded Luxembourg player Gilles Muller on Saturday .,scaled attention,dev,0,dev_1001,scaled attention
12438,"A couple pleaded guilty Friday to charges of smuggling dozens of illegal immigrants from Peru and forcing them into "" virtual servitude "" to pay for their passage .",scaled attention,dev,0,dev_12438,scaled attention
15026,An increase in passengers has propped up annual earnings for easyJet but the low - cost airline has warned it faces a tough two years as cut - throat competition drives down fares and fuel prices soar .,deeplift,dev,2,dev_15026,deeplift
14786,"By The Associated Press . With Vince Carter playing the worst basketball of his career , Lamond Murray picked up the slack . Murray scored all 13 of his points in the fourth quarter yesterday",gradients,dev,4,dev_14786,gradients
5792,"BEIJING - A Chinese court has executed a gang leader convicted of selling more than 200 baby girls , a newspaper reported today . Li Guoju was put to death yesterday by a court in the central city of Puyang , the Beijing Times reported .",gradients,dev,4,dev_5792,gradients
4021,"At least two of the roughly dozen liquefied natural gas plants proposed for New England and eastern Canada must get built by 2010 to ensure New England has adequate supplies of gas for heating and power generation , President Bush 's top energy regulator said yesterday .",deeplift,dev,2,dev_4021,deeplift
13914,"Walt Disney Co. Chief Executive Michael Eisner on Tuesday said Michael Ovitz # 39;s troubles were rooted in a sense of elitism , pointing to a corporate retreat at which",scaled attention,dev,0,dev_13914,scaled attention
13850,"Image : Technicians in front of NASA # 39;s third X-43A scramjet go over a pre - flight checklist on Nov. 15 , 2004 . NASA photo by Tom Tschida .",scaled attention,dev,0,dev_13850,scaled attention
11328,"Reuters - Three foreign election workers were\kidnapped by armed men in the Afghan capital Kabul on Thursday,\government sources and election commission officials said .",gradients,dev,4,dev_11328,gradients
15084,"Many words , little action from international conference which was meant to help solve bloody violence in Iraq . By Marc Burleigh - SHARM EL - SHEIKH , Egypt .",scaled attention,dev,0,dev_15084,scaled attention
6166,"Amani Toomer probably knew it was going to be a good day when his first catch covered 16 yards over the middle of the field . He was positively sure of it on the next play , when he sprinted",scaled attention,dev,0,dev_6166,scaled attention
5880,"Forbes magazine , which once adapted the old Marxist taunt   quot;capitalist tool quot ; as a slogan , has compiled a list of the 400 richest Americans that , in a curious way , is an encouragement to the rest of us .",scaled attention,dev,0,dev_5880,scaled attention
9411,"CONCORD , NC   Jimmie Johnson won the UAW - GM 500 Saturday night , but the overwhelming drama of the race was the uncanny comeback of his mentor and teammate , Jeff Gordon , from two separate wrecks to finish second .",scaled attention,dev,0,dev_9411,scaled attention
142,You can train Bose 's new system to play songs you like . Is it worth the price ?,lime,dev,3,dev_142,lime
5972,"The search engine ( www.ask.com ) made its fame toward the end of the last millennium by encouraging Web surfers to enter   quot;natural language quot ; questions , rather than search terms -- instead of",lime,dev,3,dev_5972,lime
3267,"ATLANTA - Delta Air Lines will cut up to 7,000 jobs , reduce wages and pull back at its Dallas - Fort Worth airport hub as part of a sweeping restructuring plan that could still leave it vulnerable to bankruptcy , company CEO Gerald Grinstein said Wednesday .     The job cuts representing about 10 percent of its overall work force will come over the next 18 months , Grinstein said during a meeting with 300 of the company 's middle managers ...",scaled attention,dev,0,dev_3267,scaled attention
5699,"  PORT - AU - PRINCE , Haiti ( Reuters ) - U.N. peacekeepers beefed   up security on Thursday in the Haitian city of Gonaives where   more than 1,000 people died in floods , after desperate   survivors fought each other to get at emergency food supplies .",scaled attention,dev,0,dev_5699,scaled attention
3031,"With Turkey # 39;s hopes of joining the European Union on the line , a senior European envoy flew to the country # 39;s troubled southeastern region on Monday to assess the status of",ig,dev,1,dev_3031,ig
5486,"JERUSALEM - A Palestinian teenager blew herself up at a busy Jerusalem bus station Wednesday , killing two Israeli policemen who stopped her for a security check and wounding 16 bystanders in an attack that evaded Israel 's clampdown on the West Bank for the Jewish holidays .     Prime Minister Ariel Sharon , meanwhile , dropped a plan to evacuate 21 Jewish settlements in the Gaza Strip simultaneously at the beginning of next year , reverting to an earlier formula - a staged pullout in the summer of 2005 ...",gradients,dev,4,dev_5486,gradients
15417,Scientists at the Massachusetts Institute of Technology ( MIT ) are working on software that will get to know you as well as your best mate - and even offers you advice .,scaled attention,dev,0,dev_15417,scaled attention
2768,"\\""Labor Day is meant to be a day of rest for workers , but hypertaskers will\spend it bent over their laptops at Starbucks , waiting for their non - fat venti\vanilla lattes while checking e - mail , reading newspapers and preparing for\Tuesday morning meetings . ""\\""The burgeoning number of WiFi hotspots and popularity of handheld electronics\that allow us to stay connected on the go may give us more freedom - but\there 's a cost . Research shows that our brains are n't equipped for this much\activity . When we try to do more than even one simple task at a time , quality\of work diminishes and tasks take longer to complete . When we try to do this\for long periods , the result can be forgetfulness , sleeples ... \\",deeplift,dev,2,dev_2768,deeplift
10748,"Reynolds American Inc. ( RAI.N : Quote , Profile , Research ) , the maker of Camel and Kool cigarettes , on Monday posted a third - quarter profit and raised its expectations for its full - year performance on tax benefits and cost savings .",scaled attention,dev,0,dev_10748,scaled attention
7545,"MacCentral - Internet service provider ( ISP ) EarthLink Inc. on Tuesday announced the launch of EarthLink Free Online Calling , a Voice over Internet Protocol ( VoIP ) service that enables their Mac and PC to make calls over the Internet free of charge . Based on Session Initiation Protocol ( SIP ) , the service works with a Mac or PC equipped with a headset or an Analog Telephone Adapter ( ATA ) . Users can make unlimited calls to other SIP users , and can also listen to voicemail via e - mail . The service also offers an online calling log and online account management . ...",lime,dev,3,dev_7545,lime
